seed,stage,epoch,train_loss,train_auc,train_acc,train_composite,val_loss,val_auc,val_acc,val_sens,val_spec,val_composite,lr
8,finetune,9,0.03741657757200301,0.9993320105820107,0.9855072463768116,0.9923644179894181,0.6136517226696014,0.9270384725811082,0.8354430379746836,0.7870370370370371,0.875968992248062,0.8792707436118288,3.5203658778440106e-05
8,finetune,10,0.013969175596555163,0.9999007936507937,0.9936594202898551,0.9967162698412699,0.591297026257962,0.9309862187769163,0.8607594936708861,0.8055555555555556,0.9069767441860465,0.8936261843238587,2.5750000000000013e-05
8,finetune,11,0.01780143805870986,0.9998644179894179,0.990036231884058,0.994713955026455,0.6294261235743761,0.9287252368647717,0.8438818565400844,0.7962962962962963,0.8837209302325582,0.8843669250645994,1.7378034985236535e-05
7,frozen,1,0.6893418073654175,0.5558630952380952,0.5335144927536232,0.5459672619047619,0.683757483959198,0.7067901234567902,0.6540084388185654,0.4444444444444444,0.8294573643410853,0.6718705139247775,0.0001
7,frozen,2,0.6773403763771058,0.7384044312169312,0.6503623188405797,0.6824165013227512,0.6727616786956787,0.7932098765432098,0.6540084388185654,0.3148148148148148,0.937984496124031,0.7098047660063164,0.0001
7,frozen,3,0.6656895756721497,0.8125033068783069,0.6458333333333334,0.713652447089947,0.6621831655502319,0.8303186907838069,0.6540084388185654,0.2777777777777778,0.9689922480620154,0.7268518518518517,0.0001
7,frozen,4,0.6522450685501099,0.8406696428571429,0.6684782608695652,0.7398189484126985,0.6513527631759644,0.8496985357450473,0.6962025316455697,0.3888888888888889,0.9534883720930233,0.7604435831180016,0.0001
7,frozen,5,0.6437229752540589,0.8531481481481482,0.6938405797101449,0.7604232804232804,0.6399387121200562,0.8587424633936263,0.729957805907173,0.48148148148148145,0.937984496124031,0.7842377260981912,0.0001
7,frozen,6,0.6281577348709106,0.8740277777777777,0.7327898550724637,0.7922718253968254,0.6276333928108215,0.8671403962101637,0.7679324894514767,0.5833333333333334,0.9224806201550387,0.8100236864771748,0.0001
7,frozen,7,0.6145666480064392,0.87817791005291,0.7563405797101449,0.8084341931216932,0.6142554879188538,0.8728107952914154,0.7805907172995781,0.6574074074074074,0.8837209302325582,0.821687482055699,0.0001
7,frozen,8,0.6013512969017029,0.8846130952380953,0.7735507246376812,0.8220287698412698,0.5997475981712341,0.8756818834338215,0.7932489451476793,0.6944444444444444,0.875968992248062,0.8304443008900373,0.0001
7,frozen,9,0.58214271068573,0.8906845238095238,0.7989130434782609,0.839905753968254,0.5844317078590393,0.8791271892047086,0.7932489451476793,0.7222222222222222,0.8527131782945736,0.8332974447315533,0.0001
7,frozen,10,0.567334794998169,0.8883333333333334,0.792572463768116,0.8366071428571429,0.5682929158210754,0.8810651737008326,0.7848101265822784,0.7222222222222222,0.8372093023255814,0.8303904679873673,0.0001
7,finetune,1,0.45525146807943073,0.8711689814814816,0.7862318840579711,0.827886078042328,0.4106733277440071,0.9093453919035314,0.8016877637130801,0.6574074074074074,0.9224806201550387,0.8496447028423773,9.891830623632339e-05
7,finetune,2,0.3581693593944822,0.9217791005291005,0.8487318840579711,0.8845601851851852,0.4686104692518711,0.9142621303474017,0.7848101265822784,0.6018518518518519,0.937984496124031,0.8420901521676716,9.572050015330874e-05
7,finetune,3,0.3191155474100794,0.9360863095238094,0.8804347826086957,0.9078050595238095,0.3912495356053114,0.9096325007177721,0.8481012658227848,0.8518518518518519,0.8449612403100775,0.8790195233993683,9.05463412215599e-05
7,finetune,4,0.23644662925175258,0.96588458994709,0.9021739130434783,0.9344502314814815,0.768609493970871,0.8851564743037611,0.7341772151898734,0.46296296296296297,0.9612403100775194,0.7986290554120011,8.362196501476348e-05
7,finetune,5,0.1758159091430051,0.9799669312169312,0.9356884057971014,0.9568287037037037,0.3154348526149988,0.9494688486936548,0.8776371308016878,0.8611111111111112,0.8914728682170543,0.9128804191788686,7.525e-05
7,finetune,6,0.1266909166106156,0.9897734788359788,0.9538043478260869,0.9715732473544973,0.43619357980787754,0.9254234855010048,0.8607594936708861,0.8055555555555556,0.9069767441860465,0.890844817685903,6.57963412215599e-05
7,finetune,7,0.08295574560761451,0.9949222883597884,0.967391304347826,0.9811119378306878,0.5551848262548447,0.9245262704565029,0.8312236286919831,0.7129629629629629,0.9302325581395349,0.8730620155038759,5.567415893174885e-05
7,finetune,8,0.06496747853567025,0.9968931878306878,0.9782608695652174,0.9874942129629629,0.6110739000141621,0.9276844674131496,0.8438818565400844,0.7592592592592593,0.9147286821705426,0.8823392190640252,4.532584106825116e-05
7,finetune,9,0.024029329505616,0.9997056878306878,0.9891304347826086,0.9944560185185185,0.5527960434556007,0.9310579959804767,0.8523206751054853,0.8148148148148148,0.8837209302325582,0.8901629342520816,3.5203658778440106e-05
2024,frozen,1,0.6857205152511596,0.599295634920635,0.5715579710144928,0.5744692460317461,0.6794850826263428,0.7395923054837783,0.5949367088607594,0.16666666666666666,0.9534883720930233,0.6498349124318117,0.0001
2024,frozen,2,0.6729548215866089,0.766332671957672,0.6231884057971014,0.6776901455026455,0.6685742139816284,0.8067757680160782,0.6329113924050633,0.23148148148148148,0.9689922480620154,0.7035063163939133,0.0001
2024,frozen,3,0.6564015865325927,0.8252943121693121,0.6530797101449275,0.723381283068783,0.6579392552375793,0.8344817685902958,0.6708860759493671,0.3333333333333333,0.9534883720930233,0.738946310651737,0.0001
2024,frozen,4,0.6495045900344849,0.848369708994709,0.6739130434782609,0.7464070767195767,0.647106409072876,0.8463967843812804,0.7215189873417721,0.4537037037037037,0.9457364341085271,0.773058426643698,0.0001
2024,frozen,5,0.6327583074569703,0.8566699735449734,0.6938405797101449,0.7615492724867725,0.6356430053710938,0.8548664944013782,0.7510548523206751,0.5462962962962963,0.9224806201550387,0.7946274763135228,0.0001
2024,frozen,6,0.6231248021125794,0.8618452380952382,0.7155797101449275,0.7765972222222222,0.6233638525009155,0.8627619867929945,0.7805907172995781,0.6111111111111112,0.9224806201550387,0.8147789262130347,0.0001
2024,frozen,7,0.6045350193977356,0.8708234126984127,0.7427536231884058,0.797157738095238,0.6103900074958801,0.8693654895205283,0.7932489451476793,0.6759259259259259,0.8914728682170543,0.8265324432960093,0.0001
2024,frozen,8,0.5960466742515564,0.8791038359788359,0.7663043478260869,0.8144328703703704,0.5964900851249695,0.872595463680735,0.7890295358649789,0.7129629629629629,0.8527131782945736,0.8277167671547516,0.0001
2024,frozen,9,0.5775753736495972,0.8844212962962962,0.7744565217391305,0.8228257275132274,0.5820881128311157,0.8763996554694229,0.7974683544303798,0.7592592592592593,0.8294573643410853,0.8353789836347977,0.0001
2024,frozen,10,0.5612478852272034,0.8911011904761905,0.7952898550724637,0.8378125,0.5668699145317078,0.8795578524260694,0.8016877637130801,0.8055555555555556,0.7984496124031008,0.8407802182026988,0.0001
2024,finetune,1,0.4999647174562727,0.838953373015873,0.7690217391304348,0.8021949404761904,0.42366087064146996,0.9114628194085559,0.7848101265822784,0.6111111111111112,0.9302325581395349,0.8410673270169394,9.891830623632339e-05
2024,finetune,2,0.37636900884764535,0.9109358465608466,0.8297101449275363,0.8699917328042328,0.30897490680217743,0.9440855584266435,0.8607594936708861,0.8055555555555556,0.9069767441860465,0.9001758541487223,9.572050015330874e-05
2024,finetune,3,0.3316475923572268,0.9344047619047618,0.8568840579710145,0.8940674603174603,0.30056360363960266,0.9429730117714613,0.8818565400843882,0.8796296296296297,0.8837209302325582,0.9123241458512776,9.05463412215599e-05
2024,finetune,4,0.21770141295024326,0.9705621693121693,0.9148550724637681,0.9425429894179894,0.34304051473736763,0.9372667240884295,0.8607594936708861,0.8333333333333334,0.8837209302325582,0.8978969279356876,8.362196501476348e-05
2024,finetune,5,0.15478862140859875,0.9846990740740741,0.9384057971014492,0.9616352513227513,0.5556797124445438,0.9256388171116853,0.8059071729957806,0.6296296296296297,0.9534883720930233,0.8585989089865058,7.525e-05
2024,finetune,6,0.1258777825427907,0.9902562830687831,0.9510869565217391,0.9704059193121694,0.3454106077551842,0.9410350272753373,0.8776371308016878,0.8703703703703703,0.8837209302325582,0.9090403387884007,6.57963412215599e-05
2024,finetune,7,0.07408308429377419,0.9967328042328043,0.970108695652174,0.9833465608465609,0.3845072314143181,0.9369078380706287,0.8734177215189873,0.8703703703703703,0.875968992248062,0.9050387596899225,5.567415893174885e-05
849,frozen,1,0.6866205930709839,0.6127215608465608,0.5634057971014492,0.5733052248677248,0.6778067946434021,0.7747631352282515,0.6075949367088608,0.2222222222222222,0.9302325581395349,0.675495262704565,0.0001
849,frozen,2,0.6709416151046753,0.7738095238095238,0.6286231884057971,0.6851190476190476,0.6667608618736267,0.8301751363766867,0.7088607594936709,0.4166666666666667,0.9534883720930233,0.7576263278782658,0.0001
849,frozen,3,0.6590444445610046,0.83067791005291,0.6557971014492754,0.7287516534391534,0.6555624008178711,0.8507034165948895,0.7172995780590717,0.4537037037037037,0.937984496124031,0.7732737582543784,0.0001
849,frozen,4,0.6474039912223816,0.8578306878306878,0.6938405797101449,0.762526455026455,0.643792986869812,0.8603933390755096,0.7426160337552743,0.5185185185185185,0.9302325581395349,0.7923844387022682,0.0001
849,frozen,5,0.6335150241851807,0.8731150793650795,0.7137681159420289,0.781795634920635,0.6316137313842773,0.8633362044214757,0.7468354430379747,0.5740740740740741,0.8914728682170543,0.7980548377835199,0.0001
849,frozen,6,0.6237127423286438,0.8754166666666667,0.7436594202898551,0.7996329365079365,0.6187407970428467,0.867355727820844,0.7763713080168776,0.6574074074074074,0.875968992248062,0.8170219638242893,0.0001
849,frozen,7,0.6019305109977722,0.8850429894179894,0.7735507246376812,0.821211970899471,0.6049776673316956,0.8722365776629342,0.8016877637130801,0.7129629629629629,0.875968992248062,0.8333512776342233,0.0001
849,frozen,8,0.5927008509635925,0.8910879629629631,0.7898550724637681,0.8341947751322751,0.5901708006858826,0.8748923341946597,0.8016877637130801,0.75,0.8449612403100775,0.8361864771748493,0.0001
849,frozen,9,0.5720855474472046,0.8939616402116404,0.8034420289855072,0.8435482804232804,0.5747804045677185,0.8765432098765433,0.7974683544303798,0.7592592592592593,0.8294573643410853,0.8354507608383578,0.0001
849,frozen,10,0.5594048976898194,0.8966633597883598,0.8134057971014492,0.8509904100529101,0.5585620403289795,0.8794860752225093,0.7932489451476793,0.7592592592592593,0.8217054263565892,0.8349842090152167,0.0001
849,finetune,1,0.4646175376006535,0.8582804232804232,0.7853260869565217,0.8204695767195767,0.4244946055114269,0.8994760264140109,0.810126582278481,0.7037037037037037,0.8992248062015504,0.850470140683319,9.891830623632339e-05
849,finetune,2,0.32174110157149177,0.9376868386243387,0.8541666666666666,0.8955696097883599,0.4040461964905262,0.9244544932529428,0.8227848101265823,0.7037037037037037,0.9224806201550387,0.868773327591157,9.572050015330874e-05
849,finetune,3,0.25179414983306614,0.9597288359788361,0.9057971014492754,0.932959656084656,0.4189567007124424,0.9423629055412002,0.8185654008438819,0.6203703703703703,0.9844961240310077,0.8723980763709446,9.05463412215599e-05
849,finetune,4,0.20932174857173647,0.9729315476190477,0.9230072463768116,0.9473983134920635,0.42358510196208954,0.9269308067757679,0.8481012658227848,0.7685185185185185,0.9147286821705426,0.8842772035601492,8.362196501476348e-05
849,finetune,5,0.14852590422545162,0.986780753968254,0.9402173913043478,0.9633506944444445,0.3916360717266798,0.9356158484065462,0.8649789029535865,0.9074074074074074,0.8294573643410853,0.9020241171403963,7.525e-05
849,finetune,6,0.10444843295429435,0.9920816798941798,0.9664855072463768,0.9787987764550264,0.6052139699459076,0.9107091587711743,0.8185654008438819,0.75,0.875968992248062,0.8618468274476025,6.57963412215599e-05
849,finetune,7,0.07274209225018109,0.996276455026455,0.9773550724637681,0.98692791005291,0.437914839014411,0.9320628768303187,0.8734177215189873,0.8333333333333334,0.9069767441860465,0.9011089577950043,5.567415893174885e-05
849,finetune,8,0.022763464686327745,0.9997420634920634,0.9936594202898551,0.9966369047619048,0.579349473118782,0.933211312087281,0.8776371308016878,0.8518518518518519,0.8992248062015504,0.904374820556991,4.532584106825116e-05
849,finetune,9,0.025517156850712906,0.9996329365079366,0.9927536231884058,0.9960069444444445,0.6805300153791904,0.9424346827447602,0.8607594936708861,0.9259259259259259,0.8062015503875969,0.9042492104507608,3.5203658778440106e-05
849,finetune,10,0.019040192674063813,0.9998445767195767,0.9936594202898551,0.9969262566137567,0.5921678896993399,0.9375538329026701,0.8734177215189873,0.8148148148148148,0.9224806201550387,0.9031007751937984,2.5750000000000013e-05
849,finetune,11,0.01268006361621831,0.9999338624338624,0.9954710144927537,0.9976455026455026,0.6666304692626,0.932242319839219,0.8607594936708861,0.8240740740740741,0.8914728682170543,0.8950078954923917,1.7378034985236535e-05
849,finetune,12,0.005657956936296874,0.9999834656084656,0.9981884057971014,0.9990790343915343,0.6720956489443779,0.9338931955211024,0.869198312236287,0.8611111111111112,0.875968992248062,0.9012166236003445,1.0453658778440107e-05
